lib,dtype,cfg,swizzle,raster,M,N,K,median_us,mean_us,min_us,tflops,clk_before,clk_after,verify,rel_l2,algo,desc,ERROR
cutlass,int8,7,0,H,16384,1024,4096,1187.76,1190.97,1180.67,115.7,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cublaslt,bf16,,,,42240,1024,4096,2472.75,2453.01,2322.43,143.3,1386,1386,PASS,1.65e-03,66,,
cublaslt,fp8,,,,42240,1024,4096,1280.02,1256.10,1095.78,276.8,1386,1386,PASS,1.65e-03,66,,
cublaslt,int8,,,,42240,1024,4096,1431.12,1432.85,1398.75,247.6,1386,1386,PASS,0.00e+00,71,,
cublaslt,int8+rescale,,,,42240,1024,4096,2452.40,2450.94,2397.76,144.5,1386,1386,PASS,1.65e-03,71,,
cutlass,fp8,3,16,H,42240,1024,4096,1257.49,1235.36,1074.27,281.8,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,3,0,H,42240,1024,4096,1172.21,1200.20,1093.66,302.3,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,2,16,H,42240,1024,4096,1488.38,1520.44,1377.31,238.1,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,2,0,H,42240,1024,4096,1539.58,1545.95,1530.88,230.1,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,0,16,H,42240,1024,4096,1780.75,1790.33,1776.64,199.0,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,0,0,H,42240,1024,4096,2014.22,2017.00,2002.88,175.9,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,7,16,H,42240,1024,4096,2645.63,2645.72,2629.18,133.9,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,fp8,7,0,H,42240,1024,4096,2980.35,2982.04,2971.71,118.9,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,3,16,H,42240,1024,4096,1081.78,1094.91,1069.22,327.5,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,3,0,H,42240,1024,4096,1108.50,1121.52,1091.58,319.7,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,2,16,H,42240,1024,4096,1377.33,1384.09,1360.90,257.3,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,2,0,H,42240,1024,4096,1544.72,1547.66,1531.90,229.4,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,0,16,H,42240,1024,4096,1789.04,1792.31,1778.69,198.1,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,0,0,H,42240,1024,4096,2017.17,2019.32,2004.99,175.7,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,7,16,H,42240,1024,4096,2643.95,2643.42,2627.55,134.0,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,7,0,H,42240,1024,4096,2988.03,2985.88,2973.66,118.6,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cublaslt,bf16,,,,901,12288,4096,655.39,663.29,646.14,138.4,1386,1386,PASS,1.66e-03,66,,
cublaslt,fp8,,,,901,12288,4096,375.28,380.86,362.56,241.7,1386,1386,PASS,1.65e-03,66,,
cublaslt,int8,,,,901,12288,4096,442.34,450.08,435.20,205.0,1386,1386,PASS,0.00e+00,71,,
cublaslt,int8+rescale,,,,901,12288,4096,681.84,692.56,674.78,133.0,1386,1386,PASS,1.65e-03,71,,
cutlass,fp8,3,16,H,901,12288,4096,364.70,371.63,360.45,248.7,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,3,0,H,901,12288,4096,367.58,373.09,362.27,246.7,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,2,16,H,901,12288,4096,479.26,481.13,474.24,189.2,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,2,0,H,901,12288,4096,476.08,476.45,472.10,190.5,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,0,16,H,901,12288,4096,617.47,619.61,614.43,146.9,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,0,0,H,901,12288,4096,613.47,617.07,610.18,147.8,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,7,16,H,901,12288,4096,840.70,843.11,836.61,107.9,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,fp8,7,0,H,901,12288,4096,842.75,844.11,840.35,107.6,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,3,16,H,901,12288,4096,370.70,374.62,367.68,244.7,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,3,0,H,901,12288,4096,363.50,367.95,359.17,249.5,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,2,16,H,901,12288,4096,480.32,483.60,477.22,188.8,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,2,0,H,901,12288,4096,478.14,481.10,474.59,189.7,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,0,16,H,901,12288,4096,616.85,619.13,612.93,147.0,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,0,0,H,901,12288,4096,614.32,616.03,611.07,147.6,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,7,16,H,901,12288,4096,843.63,845.68,839.74,107.5,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,7,0,H,901,12288,4096,840.77,843.66,838.53,107.9,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cublaslt,bf16,,,,1802,12288,4096,1286.67,1287.80,1267.55,141.0,1386,1386,PASS,1.66e-03,66,,
cublaslt,fp8,,,,1802,12288,4096,710.16,712.68,695.33,255.4,1386,1386,PASS,1.65e-03,66,,
cublaslt,int8,,,,1802,12288,4096,675.46,687.78,664.54,268.6,1386,1386,PASS,0.00e+00,71,,
cublaslt,int8+rescale,,,,1802,12288,4096,1190.13,1200.48,1173.50,152.4,1386,1386,PASS,1.65e-03,71,,
cutlass,fp8,3,16,H,1802,12288,4096,647.20,651.73,641.06,280.3,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,3,0,H,1802,12288,4096,648.22,650.05,640.03,279.8,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,2,16,H,1802,12288,4096,922.11,924.27,916.67,196.7,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,2,0,H,1802,12288,4096,924.43,924.87,920.58,196.2,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,0,16,H,1802,12288,4096,1127.57,1129.37,1124.32,160.9,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,0,0,H,1802,12288,4096,1134.61,1136.76,1131.39,159.9,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,7,16,H,1802,12288,4096,1761.42,1762.12,1752.06,103.0,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,fp8,7,0,H,1802,12288,4096,1598.45,1599.60,1595.39,113.5,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,3,16,H,1802,12288,4096,650.35,653.40,644.03,278.9,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,3,0,H,1802,12288,4096,650.56,652.03,643.65,278.8,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,2,16,H,1802,12288,4096,915.46,917.96,912.38,198.1,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,2,0,H,1802,12288,4096,926.19,929.62,919.49,195.9,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,0,16,H,1802,12288,4096,1130.50,1132.00,1126.56,160.5,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,0,0,H,1802,12288,4096,1129.47,1132.00,1126.37,160.6,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,7,16,H,1802,12288,4096,1754.90,1754.38,1742.21,103.4,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,7,0,H,1802,12288,4096,1601.57,1602.55,1598.43,113.3,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cublaslt,bf16,,,,4096,12288,4096,2856.83,2863.47,2777.09,144.3,1386,1386,PASS,1.66e-03,66,,
cublaslt,fp8,,,,4096,12288,4096,1344.75,1382.21,1293.31,306.6,1386,1386,PASS,1.65e-03,66,,
cublaslt,int8,,,,4096,12288,4096,1398.80,1414.29,1374.24,294.8,1386,1386,PASS,0.00e+00,71,,
cublaslt,int8+rescale,,,,4096,12288,4096,2607.73,2603.71,2542.14,158.1,1386,1386,PASS,1.66e-03,71,,
cutlass,fp8,3,16,H,4096,12288,4096,1426.48,1469.69,1394.66,289.0,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,3,0,H,4096,12288,4096,1295.38,1380.87,1268.77,318.3,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,2,16,H,4096,12288,4096,1990.11,1992.67,1981.54,207.2,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,2,0,H,4096,12288,4096,1831.90,1832.96,1824.67,225.1,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,0,16,H,4096,12288,4096,2500.54,2501.82,2487.33,164.9,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,0,0,H,4096,12288,4096,2391.04,2392.67,2386.88,172.4,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,7,16,H,4096,12288,4096,3658.27,3661.58,3646.69,112.7,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,fp8,7,0,H,4096,12288,4096,3516.38,3517.72,3511.33,117.3,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,3,16,H,4096,12288,4096,1402.37,1407.37,1394.56,294.0,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,3,0,H,4096,12288,4096,1284.66,1285.70,1270.78,321.0,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,2,16,H,4096,12288,4096,1978.37,1981.24,1971.30,208.4,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,2,0,H,4096,12288,4096,1841.60,1843.44,1832.99,223.9,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,0,16,H,4096,12288,4096,2513.86,2514.94,2497.57,164.0,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,0,0,H,4096,12288,4096,2391.04,2392.07,2386.66,172.4,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,7,16,H,4096,12288,4096,3651.58,3651.33,3635.55,112.9,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,7,0,H,4096,12288,4096,3511.28,3513.02,3505.25,117.4,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cublaslt,bf16,,,,16384,12288,4096,12116.99,12113.22,11774.82,136.1,1386,1386,PASS,1.66e-03,66,,
cublaslt,fp8,,,,16384,12288,4096,6661.52,6658.26,6266.98,247.6,1386,1386,PASS,1.65e-03,66,,
cublaslt,int8,,,,16384,12288,4096,5413.44,5403.66,5238.85,304.7,1386,1386,PASS,0.00e+00,71,,
cublaslt,int8+rescale,,,,16384,12288,4096,10082.18,10084.25,9951.33,163.6,1386,1386,PASS,1.66e-03,71,,
cutlass,fp8,3,16,H,16384,12288,4096,6145.54,6145.50,6022.21,268.4,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,3,0,H,16384,12288,4096,14932.11,14958.68,14726.14,110.5,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,2,16,H,16384,12288,4096,7123.33,7122.74,7094.62,231.5,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,2,0,H,16384,12288,4096,26630.46,26629.22,26500.00,61.9,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,0,16,H,16384,12288,4096,9400.85,9401.41,9387.01,175.4,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,0,0,H,16384,12288,4096,28049.92,28033.21,27144.93,58.8,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,7,16,H,16384,12288,4096,13810.69,13811.77,13791.42,119.4,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,fp8,7,0,H,16384,12288,4096,54136.38,54072.64,52864.00,30.5,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,3,16,H,16384,12288,4096,4944.83,4940.66,4904.96,333.5,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,3,0,H,16384,12288,4096,14585.86,14593.72,14405.60,113.1,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,2,16,H,16384,12288,4096,7121.42,7122.20,7095.26,231.6,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,2,0,H,16384,12288,4096,27043.33,27037.77,26901.15,61.0,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,0,16,H,16384,12288,4096,9392.62,9394.10,9377.89,175.6,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,0,0,H,16384,12288,4096,27659.33,27651.08,27185.50,59.6,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,7,16,H,16384,12288,4096,13806.82,13806.27,13788.22,119.5,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,7,0,H,16384,12288,4096,55272.53,55172.06,54287.36,29.8,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cublaslt,bf16,,,,42240,12288,4096,32539.09,32478.81,31270.53,130.7,1386,1386,PASS,1.66e-03,66,,
cublaslt,fp8,,,,42240,12288,4096,17828.75,17835.92,17124.51,238.5,1386,1386,PASS,1.65e-03,66,,
cublaslt,int8,,,,42240,12288,4096,14758.93,14756.89,14666.05,288.1,1386,1386,PASS,0.00e+00,71,,
cublaslt,int8+rescale,,,,42240,12288,4096,26749.15,26754.31,26597.34,159.0,1386,1386,PASS,1.66e-03,71,,
cutlass,fp8,3,16,H,42240,12288,4096,17711.14,17671.33,16628.67,240.1,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,3,0,H,42240,12288,4096,38389.60,38341.08,37665.86,110.8,1386,1386,PASS,1.65e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,2,16,H,42240,12288,4096,19546.13,19805.32,19012.58,217.5,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,2,0,H,42240,12288,4096,37416.96,37429.17,37095.39,113.6,1386,1386,PASS,1.65e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,0,16,H,42240,12288,4096,25535.50,25567.07,25501.66,166.5,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,0,0,H,42240,12288,4096,71011.82,71006.21,70284.36,59.9,1386,1386,PASS,1.65e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,7,16,H,42240,12288,4096,36125.25,36138.90,36101.18,117.7,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,fp8,7,0,H,42240,12288,4096,138145.65,138050.22,136749.34,30.8,1386,1386,PASS,1.65e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,3,16,H,42240,12288,4096,13361.65,13360.55,13295.55,318.2,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,3,0,H,42240,12288,4096,38084.13,38085.34,37714.11,111.6,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,2,16,H,42240,12288,4096,18982.69,18982.79,18960.32,224.0,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,2,0,H,42240,12288,4096,37640.21,37659.48,37307.39,113.0,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,0,16,H,42240,12288,4096,25567.66,25604.94,25506.94,166.3,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,0,0,H,42240,12288,4096,71735.33,71806.11,71065.76,59.3,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,7,16,H,42240,12288,4096,36124.27,36149.70,36097.06,117.7,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,7,0,H,42240,12288,4096,140254.36,140331.62,138956.80,30.3,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cublaslt,bf16,,,,901,4096,12288,1204.77,1228.11,1172.48,75.3,1386,1386,PASS,1.66e-03,66,,
cublaslt,fp8,,,,901,4096,12288,518.08,528.28,514.05,175.1,1386,1386,PASS,1.66e-03,66,,
cublaslt,int8,,,,901,4096,12288,432.24,438.18,425.95,209.8,1386,1386,PASS,0.00e+00,71,,
cublaslt,int8+rescale,,,,901,4096,12288,473.33,480.68,467.90,191.6,1386,1386,PASS,1.66e-03,71,,
cutlass,fp8,3,4,H,901,4096,12288,489.25,493.43,480.35,185.4,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,3,0,H,901,4096,12288,423.36,426.32,418.69,214.2,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,2,4,H,901,4096,12288,541.70,542.79,536.54,167.4,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,2,0,H,901,4096,12288,537.55,540.54,533.57,168.7,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,0,8,H,901,4096,12288,702.48,709.45,692.99,129.1,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,0,0,H,901,4096,12288,667.70,670.49,664.58,135.8,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,7,16,H,901,4096,12288,905.22,905.60,898.94,100.2,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,fp8,7,0,H,901,4096,12288,906.24,906.43,902.14,100.1,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,3,4,H,901,4096,12288,484.35,489.51,473.44,187.3,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,3,0,H,901,4096,12288,424.83,426.69,421.02,213.5,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,2,4,H,901,4096,12288,541.78,543.16,535.55,167.4,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,2,0,H,901,4096,12288,532.46,535.67,529.50,170.3,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,0,8,H,901,4096,12288,703.54,705.57,695.33,128.9,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,0,0,H,901,4096,12288,663.68,667.53,660.48,136.7,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,7,16,H,901,4096,12288,904.10,904.46,899.14,100.3,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,7,0,H,901,4096,12288,903.17,903.59,897.73,100.4,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cublaslt,bf16,,,,1802,4096,12288,1776.56,1804.24,1762.40,102.1,1386,1386,PASS,1.66e-03,66,,
cublaslt,fp8,,,,1802,4096,12288,665.09,679.10,656.38,272.7,1386,1386,PASS,1.66e-03,66,,
cublaslt,int8,,,,1802,4096,12288,768.99,774.42,761.86,235.9,1386,1386,PASS,0.00e+00,71,,
cublaslt,int8+rescale,,,,1802,4096,12288,913.92,917.60,900.13,198.5,1386,1386,PASS,1.66e-03,71,,
cutlass,fp8,3,4,H,1802,4096,12288,831.30,843.76,823.49,218.2,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,3,0,H,1802,4096,12288,757.92,762.61,751.58,239.3,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,fp8,2,4,H,1802,4096,12288,1025.07,1029.88,1008.70,177.0,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,2,0,H,1802,4096,12288,1008.11,1012.94,1003.46,179.9,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,fp8,0,8,H,1802,4096,12288,1261.57,1262.49,1242.18,143.8,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,0,0,H,1802,4096,12288,1212.38,1214.20,1205.28,149.6,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,fp8,7,16,H,1802,4096,12288,2213.66,2215.80,2022.40,81.9,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,fp8,7,0,H,1802,4096,12288,1668.08,1671.36,1663.01,108.7,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,3,4,H,1802,4096,12288,833.54,837.86,823.90,217.6,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,3,0,H,1802,4096,12288,759.82,765.37,752.61,238.7,1386,1386,PASS,1.66e-03,,2SM 256x256x128 cluster2x1x1,
cutlass,int8,2,4,H,1802,4096,12288,1017.47,1023.08,1009.79,178.3,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,2,0,H,1802,4096,12288,1014.46,1016.04,1007.52,178.8,1386,1386,PASS,1.66e-03,,2SM 256x128x128 cluster2x1x1,
cutlass,int8,0,8,H,1802,4096,12288,1246.02,1246.71,1228.70,145.6,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,0,0,H,1802,4096,12288,1223.65,1224.13,1217.47,148.2,1386,1386,PASS,1.66e-03,,1SM 128x128x128 cluster1x1x1,
cutlass,int8,7,16,H,1802,4096,12288,2254.58,2259.53,2092.03,80.5,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
cutlass,int8,7,0,H,1802,4096,12288,1672.91,1673.73,1666.88,108.4,1386,1386,PASS,1.66e-03,,1SM 64x128x128 cluster1x1x1 (small-M),
